t,beta1,r1,sigma
1/11/2020,0.053216615,0.015858999,0.05
2/11/2020,0.053216615,0.015858999,0.05
3/11/2020,0.053216615,0.015858999,0.05
4/11/2020,0.053216615,0.015858999,0.05
5/11/2020,0.053216615,0.015858999,0.05
6/11/2020,0.053216615,0.015858999,0.05
7/11/2020,0.053216615,0.015858999,0.05
8/11/2020,0.036291185,0.051772056,0.05
9/11/2020,0.036291185,0.051772056,0.05
10/11/2020,0.036291185,0.051772056,0.05
11/11/2020,0.036291185,0.051772056,0.05
12/11/2020,0.036291185,0.051772056,0.05
13/11/2020,0.036291185,0.051772056,0.05
14/11/2020,0.036291185,0.051772056,0.05
15/11/2020,0.036291185,0.051772056,0.05
16/11/2020,0.036291185,0.051772056,0.05
17/11/2020,0.036291185,0.051772056,0.05
18/11/2020,0.036291185,0.051772056,0.05
19/11/2020,0.036291185,0.051772056,0.05
20/11/2020,0.036291185,0.051772056,0.05
21/11/2020,0.036291185,0.051772056,0.05
22/11/2020,0.036291185,0.051772056,0.05
23/11/2020,0.036291185,0.051772056,0.05
24/11/2020,0.036291185,0.051772056,0.05
25/11/2020,0.036291185,0.051772056,0.05
26/11/2020,0.036291185,0.051772056,0.05
27/11/2020,0.036291185,0.051772056,0.05
28/11/2020,0.036291185,0.051772056,0.05
29/11/2020,0.036291185,0.051772056,0.05
30/11/2020,0.036291185,0.051772056,0.05
1/12/2020,0.036291185,0.051772056,0.05
2/12/2020,0.036291185,0.051772056,0.05
3/12/2020,0.036291185,0.051772056,0.05
4/12/2020,0.036291185,0.051772056,0.05
5/12/2020,0.036291185,0.051772056,0.05
6/12/2020,0.036291185,0.051772056,0.05
7/12/2020,0.036291185,0.051772056,0.05
8/12/2020,0.036291185,0.051772056,0.05
9/12/2020,0.036291185,0.051772056,0.05
10/12/2020,0.069260864,0.045107644,0.05
11/12/2020,0.069260864,0.045107644,0.05
12/12/2020,0.069260864,0.045107644,0.05
13/12/2020,0.069260864,0.045107644,0.05
14/12/2020,0.069260864,0.045107644,0.05
15/12/2020,0.069260864,0.045107644,0.05
16/12/2020,0.069260864,0.045107644,0.05
17/12/2020,0.069260864,0.045107644,0.05
18/12/2020,0.069260864,0.045107644,0.05
19/12/2020,0.069260864,0.045107644,0.05
20/12/2020,0.069260864,0.045107644,0.05
21/12/2020,0.069260864,0.045107644,0.05
22/12/2020,0.069260864,0.045107644,0.05
23/12/2020,0.043580548,0.034615239,0.05
24/12/2020,0.043580548,0.034615239,0.05
25/12/2020,0.043580548,0.034615239,0.05
26/12/2020,0.043580548,0.034615239,0.05
27/12/2020,0.043580548,0.034615239,0.05
28/12/2020,0.043580548,0.034615239,0.05
29/12/2020,0.057891053,0.037372106,0.05
30/12/2020,0.057891053,0.037372106,0.05
31/12/2020,0.057891053,0.037372106,0.05
1/1/2021,0.057891053,0.037372106,0.05
2/1/2021,0.057891053,0.037372106,0.05
3/1/2021,0.057891053,0.037372106,0.05
4/1/2021,0.057891053,0.037372106,0.05
5/1/2021,0.057891053,0.037372106,0.05
6/1/2021,0.057891053,0.037372106,0.05
7/1/2021,0.04904868,0.071423528,0.05
8/1/2021,0.04904868,0.071423528,0.05
9/1/2021,0.04904868,0.071423528,0.05
10/1/2021,0.04904868,0.071423528,0.05
11/1/2021,0.04904868,0.071423528,0.05
12/1/2021,0.04904868,0.071423528,0.05
13/1/2021,0.04904868,0.071423528,0.05
14/1/2021,0.04904868,0.071423528,0.05
15/1/2021,0.04904868,0.071423528,0.05
16/1/2021,0.04904868,0.071423528,0.05
17/1/2021,0.04904868,0.071423528,0.05
18/1/2021,0.04904868,0.071423528,0.05
19/1/2021,0.04904868,0.071423528,0.05
20/1/2021,0.04904868,0.071423528,0.05
21/1/2021,0.04904868,0.071423528,0.05
22/1/2021,0.04904868,0.071423528,0.05
23/1/2021,0.04904868,0.071423528,0.05
24/1/2021,0.04904868,0.071423528,0.05
25/1/2021,0.04904868,0.071423528,0.05
26/1/2021,0.04904868,0.071423528,0.05
27/1/2021,0.04904868,0.071423528,0.05
28/1/2021,0.04904868,0.071423528,0.05
29/1/2021,0.04904868,0.071423528,0.05
30/1/2021,0.04904868,0.071423528,0.05
31/1/2021,0.04904868,0.071423528,0.05
1/2/2021,0.04904868,0.071423528,0.05
2/2/2021,0.04904868,0.071423528,0.05
3/2/2021,0.04904868,0.071423528,0.05
4/2/2021,0.04904868,0.071423528,0.05
5/2/2021,0.04904868,0.071423528,0.05
6/2/2021,0.04904868,0.071423528,0.05
7/2/2021,0.04904868,0.071423528,0.05
8/2/2021,0.04904868,0.071423528,0.05
9/2/2021,0.04904868,0.071423528,0.05
10/2/2021,0.04904868,0.071423528,0.05
11/2/2021,0.04904868,0.071423528,0.05
